id	name	category	description	alias	xrefs	provided_by	molecular_function	cellular_component	biological_process
ENSP00000444029		biolink:Protein			UniProtKB:P49790-3	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000101160	CTSZ	biolink:Gene	cathepsin Z	NCBIGene:1522		STRING			
ENSP00000217131		biolink:Protein			UniProtKB:Q9UBR2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188739	RBM34	biolink:Gene	RNA binding motif protein 34	NCBIGene:23029		STRING			
ENSP00000386226		biolink:Protein			UniProtKB:P42696-1	STRING	GO:0003674	GO:0005575	
ENSG00000160654	CD3G	biolink:Gene	CD3g molecule	NCBIGene:917		STRING			
ENSP00000431445		biolink:Protein			UniProtKB:P09693	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000042832	TG	biolink:Gene	thyroglobulin	NCBIGene:7038		STRING			
ENSP00000220616		biolink:Protein			UniProtKB:P01266-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000058262	SEC61A1	biolink:Gene	SEC61 translocon subunit alpha 1	NCBIGene:29927		STRING			
ENSP00000243253		biolink:Protein			UniProtKB:P61619-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000104763	ASAH1	biolink:Gene	N-acylsphingosine amidohydrolase 1	NCBIGene:427		STRING			
ENSP00000371152		biolink:Protein			UniProtKB:Q13510-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000257335	MGAM	biolink:Gene	maltase-glucoamylase	NCBIGene:8972		STRING			
ENSP00000447378		biolink:Protein			UniProtKB:O43451	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000088298	EDEM2	biolink:Gene	ER degradation enhancing alpha-mannosidase like protein 2	NCBIGene:55741		STRING			
ENSP00000363616		biolink:Protein			UniProtKB:Q9BV94-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000441543		biolink:Protein			UniProtKB:P0CG48	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000143858	SYT2	biolink:Gene	synaptotagmin 2	NCBIGene:127833		STRING			
ENSP00000356236		biolink:Protein			UniProtKB:Q8N9I0	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000102595	UGGT2	biolink:Gene	UDP-glucose glycoprotein glucosyltransferase 2	NCBIGene:55757		STRING			
ENSP00000365938		biolink:Protein			UniProtKB:Q9NYU1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000168461	RAB31	biolink:Gene	RAB31, member RAS oncogene family	NCBIGene:11031		STRING			
ENSP00000461945		biolink:Protein			UniProtKB:Q13636	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000164961	WASHC5	biolink:Gene	WASH complex subunit 5	NCBIGene:9897		STRING			
ENSP00000318016		biolink:Protein			UniProtKB:Q12768	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000233927	RPS28	biolink:Gene	ribosomal protein S28	NCBIGene:6234		STRING			
ENSP00000472469		biolink:Protein			UniProtKB:P62857	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000127527	EPS15L1	biolink:Gene	epidermal growth factor receptor pathway substrate 15 like 1	NCBIGene:58513		STRING			
ENSP00000393313		biolink:Protein			UniProtKB:Q9UBC2-2	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000108018	SORCS1	biolink:Gene	sortilin related VPS10 domain containing receptor 1	NCBIGene:114815		STRING			
ENSP00000263054		biolink:Protein			UniProtKB:Q8WY21-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000173391	OLR1	biolink:Gene	oxidized low density lipoprotein receptor 1	NCBIGene:4973		STRING			
ENSP00000309124		biolink:Protein			UniProtKB:P78380-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000117984	CTSD	biolink:Gene	cathepsin D	NCBIGene:1509		STRING			
ENSP00000236671		biolink:Protein			UniProtKB:P07339	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000125843	AP5S1	biolink:Gene	adaptor related protein complex 5 subunit sigma 1	NCBIGene:55317		STRING			
ENSP00000481750		biolink:Protein			UniProtKB:Q9NUS5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000273079	GRIN2B	biolink:Gene	glutamate ionotropic receptor NMDA type subunit 2B	NCBIGene:2904		STRING			
ENSP00000477455		biolink:Protein			UniProtKB:Q13224	STRING	GO:0003674	GO:0005575	GO:0006810
ENSP00000484060		biolink:Protein			UniProtKB:Q9BY11	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000131650	KREMEN2	biolink:Gene	kringle containing transmembrane protein 2	NCBIGene:79412		STRING			
ENSP00000304422		biolink:Protein				STRING		GO:0005575	GO:0008150
ENSG00000010610	CD4	biolink:Gene	CD4 molecule	NCBIGene:920		STRING			
ENSP00000011653		biolink:Protein			UniProtKB:P01730	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000205667	ARSH	biolink:Gene	arylsulfatase family member H	NCBIGene:347527		STRING			
ENSP00000370522		biolink:Protein			UniProtKB:Q5FYA8	STRING	GO:0003674	GO:0005575	
ENSG00000204257	HLA-DMA	biolink:Gene	major histocompatibility complex, class II, DM alpha	NCBIGene:3108		STRING			
ENSP00000363976		biolink:Protein			UniProtKB:P28067	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000169228	RAB24	biolink:Gene	RAB24, member RAS oncogene family	NCBIGene:53917		STRING			
ENSP00000304376		biolink:Protein			UniProtKB:Q969Q5	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000100665	SERPINA4	biolink:Gene	serpin family A member 4	NCBIGene:5267		STRING			
ENSP00000450838		biolink:Protein			UniProtKB:P29622	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000122862	SRGN	biolink:Gene	serglycin	NCBIGene:5552		STRING			
ENSP00000242465		biolink:Protein			UniProtKB:P10124	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000174080	CTSF	biolink:Gene	cathepsin F	NCBIGene:8722		STRING			
ENSP00000310832		biolink:Protein			UniProtKB:Q9UBX1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188021	UBQLN2	biolink:Gene	ubiquilin 2	NCBIGene:29978		STRING			
ENSP00000345195		biolink:Protein			UniProtKB:Q9UHD9	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000115145	STAM2	biolink:Gene	signal transducing adaptor molecule 2	NCBIGene:10254		STRING			
ENSP00000263904		biolink:Protein			UniProtKB:O75886-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000162704	ARPC5	biolink:Gene	actin related protein 2/3 complex subunit 5	NCBIGene:10092		STRING			
ENSP00000294742		biolink:Protein			UniProtKB:O15511-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000169919	GUSB	biolink:Gene	glucuronidase beta	NCBIGene:2990		STRING			
ENSP00000302728		biolink:Protein			UniProtKB:P08236-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000090615	GOLGA3	biolink:Gene	golgin A3	NCBIGene:2802		STRING			
ENSP00000204726		biolink:Protein			UniProtKB:Q08378-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000115353	TACR1	biolink:Gene	tachykinin receptor 1	NCBIGene:6869		STRING			
ENSP00000303522		biolink:Protein			UniProtKB:P25103-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000197548	ATG7	biolink:Gene	autophagy related 7	NCBIGene:10533		STRING			
ENSP00000346437		biolink:Protein			UniProtKB:O95352-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000121064	SCPEP1	biolink:Gene	serine carboxypeptidase 1	NCBIGene:59342		STRING			
ENSP00000262288		biolink:Protein			UniProtKB:Q9HB40-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000155093	PTPRN2	biolink:Gene	protein tyrosine phosphatase receptor type N2	NCBIGene:5799		STRING			
ENSP00000374069		biolink:Protein			UniProtKB:Q92932-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000141505	ASGR1	biolink:Gene	asialoglycoprotein receptor 1	NCBIGene:432		STRING			
ENSP00000269299		biolink:Protein			UniProtKB:P07306-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000126581	BECN1	biolink:Gene	beclin 1	NCBIGene:8678		STRING			
ENSP00000355231		biolink:Protein			UniProtKB:Q14457	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000054983	GALC	biolink:Gene	galactosylceramidase	NCBIGene:2581		STRING			
ENSP00000261304		biolink:Protein			UniProtKB:P54803-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000168685	IL7R	biolink:Gene	interleukin 7 receptor	NCBIGene:3575		STRING			
ENSP00000306157		biolink:Protein			UniProtKB:P16871-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164024	METAP1	biolink:Gene	methionyl aminopeptidase 1	NCBIGene:23173		STRING			
ENSP00000296411		biolink:Protein			UniProtKB:P53582	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000153071	DAB2	biolink:Gene	DAB adaptor protein 2	NCBIGene:1601		STRING			
ENSP00000313391		biolink:Protein			UniProtKB:P98082-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000101266	CSNK2A1	biolink:Gene	casein kinase 2 alpha 1	NCBIGene:1457		STRING			
ENSP00000217244		biolink:Protein			UniProtKB:P68400-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000420076		biolink:Protein			UniProtKB:Q9Y6X1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000136305	CIDEB	biolink:Gene	cell death inducing DFFA like effector b	NCBIGene:27141		STRING			
ENSP00000337731		biolink:Protein			UniProtKB:Q9UHD4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000118508	RAB32	biolink:Gene	RAB32, member RAS oncogene family	NCBIGene:10981		STRING			
ENSP00000356465		biolink:Protein			UniProtKB:Q13637	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000169891	REPS2	biolink:Gene	RALBP1 associated Eps domain containing 2	NCBIGene:9185		STRING			
ENSP00000349824		biolink:Protein			UniProtKB:Q8NFH8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136738	STAM	biolink:Gene	signal transducing adaptor molecule	NCBIGene:8027		STRING			
ENSP00000366746		biolink:Protein			UniProtKB:Q92783-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000243244	STON1	biolink:Gene	stonin 1	NCBIGene:11037		STRING			
ENSP00000384615		biolink:Protein			UniProtKB:Q9Y6Q2-1	STRING		GO:0005575	GO:0006810
ENSG00000057663	ATG5	biolink:Gene	autophagy related 5	NCBIGene:9474		STRING			
ENSP00000358072		biolink:Protein			UniProtKB:Q9H1Y0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000104870	FCGRT	biolink:Gene	Fc fragment of IgG receptor and transporter	NCBIGene:2217		STRING			
ENSP00000221466		biolink:Protein			UniProtKB:P55899	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000001626	CFTR	biolink:Gene	CF transmembrane conductance regulator	NCBIGene:1080		STRING			
ENSP00000003084		biolink:Protein			UniProtKB:P13569-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000178996	SNX18	biolink:Gene	sorting nexin 18	NCBIGene:112574		STRING			
ENSP00000317332		biolink:Protein			UniProtKB:Q96RF0-3	STRING	GO:0003674	GO:0005575	GO:0006810
ENSP00000362480		biolink:Protein			UniProtKB:O75436-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000170743	SYT9	biolink:Gene	synaptotagmin 9	NCBIGene:143425		STRING			
ENSP00000324419		biolink:Protein			UniProtKB:Q86SS6	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000133872	SARAF	biolink:Gene	store-operated calcium entry associated regulatory factor	NCBIGene:51669		STRING			
ENSP00000256255		biolink:Protein			UniProtKB:Q96BY9-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000216490	IFI30	biolink:Gene	IFI30 lysosomal thiol reductase	NCBIGene:10437		STRING			
ENSP00000384886		biolink:Protein			UniProtKB:P13284	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000126777	KTN1	biolink:Gene	kinectin 1	NCBIGene:3895		STRING			
ENSP00000378725		biolink:Protein			UniProtKB:Q86UP2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000177239	MAN1B1	biolink:Gene	mannosidase alpha class 1B member 1	NCBIGene:11253		STRING			
ENSP00000360645		biolink:Protein			UniProtKB:Q9UKM7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000119523	ALG2	biolink:Gene	ALG2 alpha-1,3/1,6-mannosyltransferase	NCBIGene:85365		STRING			
ENSP00000417764		biolink:Protein			UniProtKB:Q9H553-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135404	CD63	biolink:Gene	CD63 molecule	NCBIGene:967		STRING			
ENSP00000447730		biolink:Protein			UniProtKB:P08962-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000118762	PKD2	biolink:Gene	polycystin 2, transient receptor potential cation channel	NCBIGene:5311		STRING			
ENSP00000237596		biolink:Protein			UniProtKB:Q13563-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175115	PACS1	biolink:Gene	phosphofurin acidic cluster sorting protein 1	NCBIGene:55690		STRING			
ENSP00000316454		biolink:Protein			UniProtKB:Q6VY07-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136100	VPS36	biolink:Gene	vacuolar protein sorting 36 homolog	NCBIGene:51028		STRING			
ENSP00000367299		biolink:Protein			UniProtKB:Q86VN1-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000121766	ZCCHC17	biolink:Gene	zinc finger CCHC-type containing 17	NCBIGene:51538		STRING			
ENSP00000480986		biolink:Protein			UniProtKB:A0A087WXF8	STRING	GO:0003674	GO:0005575	
ENSG00000232810	TNF	biolink:Gene	tumor necrosis factor	NCBIGene:7124		STRING			
ENSP00000398698		biolink:Protein			UniProtKB:P01375	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000141753	IGFBP4	biolink:Gene	insulin like growth factor binding protein 4	NCBIGene:3487		STRING			
ENSP00000269593		biolink:Protein			UniProtKB:P22692-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000102393	GLA	biolink:Gene	galactosidase alpha	NCBIGene:2717		STRING			
ENSP00000218516		biolink:Protein			UniProtKB:P06280	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000160948	VPS28	biolink:Gene	VPS28 subunit of ESCRT-I	NCBIGene:51160		STRING			
ENSP00000366565		biolink:Protein			UniProtKB:Q9UK41-2	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000135535	CD164	biolink:Gene	CD164 molecule	NCBIGene:8763		STRING			
ENSP00000309376		biolink:Protein			UniProtKB:Q04900-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000187714	SLC18A3	biolink:Gene	solute carrier family 18 member A3	NCBIGene:6572		STRING			
ENSP00000363229		biolink:Protein			UniProtKB:Q16572	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000053501	USE1	biolink:Gene	unconventional SNARE in the ER 1	NCBIGene:55850		STRING			
ENSP00000263897		biolink:Protein			UniProtKB:Q9NZ43-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000101363	MANBAL	biolink:Gene	mannosidase beta like	NCBIGene:63905		STRING			
ENSP00000362707		biolink:Protein			UniProtKB:Q9NQG1	STRING			
ENSG00000101200	AVP	biolink:Gene	arginine vasopressin	NCBIGene:551		STRING			
ENSP00000369647		biolink:Protein			UniProtKB:P01185	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000018280	SLC11A1	biolink:Gene	solute carrier family 11 member 1	NCBIGene:6556		STRING			
ENSP00000233202		biolink:Protein			UniProtKB:P49279-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000172543	CTSW	biolink:Gene	cathepsin W	NCBIGene:1521		STRING			
ENSP00000311300		biolink:Protein			UniProtKB:P56202	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000074319	TSG101	biolink:Gene	tumor susceptibility 101	NCBIGene:7251		STRING			
ENSP00000251968		biolink:Protein			UniProtKB:Q99816-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000111885	MAN1A1	biolink:Gene	mannosidase alpha class 1A member 1	NCBIGene:4121		STRING			
ENSP00000357453		biolink:Protein			UniProtKB:P33908-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163631	ALB	biolink:Gene	albumin	NCBIGene:213		STRING			
ENSP00000295897		biolink:Protein			UniProtKB:P02768-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000113282	CLINT1	biolink:Gene	clathrin interactor 1	NCBIGene:9685		STRING			
ENSP00000429824		biolink:Protein			UniProtKB:Q14677-3	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000113441	LNPEP	biolink:Gene	leucyl and cystinyl aminopeptidase	NCBIGene:4012		STRING			
ENSP00000231368		biolink:Protein			UniProtKB:Q9UIQ6-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000229195		biolink:Protein			UniProtKB:Q9NZN8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000144455	SUMF1	biolink:Gene	sulfatase modifying factor 1	NCBIGene:285362		STRING			
ENSP00000272902		biolink:Protein			UniProtKB:Q8NBK3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136011	STAB2	biolink:Gene	stabilin 2	NCBIGene:55576		STRING			
ENSP00000373539		biolink:Protein			UniProtKB:Q8WWQ8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000004975	DVL2	biolink:Gene	dishevelled segment polarity protein 2	NCBIGene:1856		STRING			
ENSP00000005340		biolink:Protein			UniProtKB:O14641	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000205302	SNX2	biolink:Gene	sorting nexin 2	NCBIGene:6643		STRING			
ENSP00000368831		biolink:Protein			UniProtKB:O60749-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000117280	RAB29	biolink:Gene	RAB29, member RAS oncogene family	NCBIGene:8934		STRING			
ENSP00000356107		biolink:Protein			UniProtKB:O14966-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000119655	NPC2	biolink:Gene	NPC intracellular cholesterol transporter 2	NCBIGene:10577		STRING			
ENSP00000451112		biolink:Protein			UniProtKB:P61916-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000141510	TP53	biolink:Gene	tumor protein p53	NCBIGene:7157		STRING			
ENSP00000269305		biolink:Protein			UniProtKB:P04637-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000146966	DENND2A	biolink:Gene	DENN domain containing 2A	NCBIGene:27147		STRING			
ENSP00000275884		biolink:Protein			UniProtKB:Q9ULE3-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000136717	BIN1	biolink:Gene	bridging integrator 1	NCBIGene:274		STRING			
ENSP00000316779		biolink:Protein			UniProtKB:O00499-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000134265	NAPG	biolink:Gene	NSF attachment protein gamma	NCBIGene:8774		STRING			
ENSP00000324628		biolink:Protein			UniProtKB:Q99747-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000167280	ENGASE	biolink:Gene	endo-beta-N-acetylglucosaminidase	NCBIGene:64772		STRING			
ENSP00000462333		biolink:Protein			UniProtKB:Q8NFI3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000263816		biolink:Protein				STRING			
ENSG00000204389	HSPA1A	biolink:Gene	heat shock protein family A (Hsp70) member 1A	NCBIGene:3303		STRING			
ENSP00000364802		biolink:Protein			UniProtKB:P0DMV8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000110395	CBL	biolink:Gene	Cbl proto-oncogene	NCBIGene:867		STRING			
ENSP00000264033		biolink:Protein			UniProtKB:P22681	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000143162	CREG1	biolink:Gene	cellular repressor of E1A stimulated genes 1	NCBIGene:8804		STRING			
ENSP00000359540		biolink:Protein			UniProtKB:O75629	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000147010	SH3KBP1	biolink:Gene	SH3 domain containing kinase binding protein 1	NCBIGene:30011		STRING			
ENSP00000380921		biolink:Protein			UniProtKB:Q96B97-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000169252	ADRB2	biolink:Gene	adrenoceptor beta 2	NCBIGene:154		STRING			
ENSP00000305372		biolink:Protein			UniProtKB:P07550	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000028528	SNX1	biolink:Gene	sorting nexin 1	NCBIGene:6642		STRING			
ENSP00000261889		biolink:Protein			UniProtKB:Q13596-3	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000145649	GZMA	biolink:Gene	granzyme A	NCBIGene:3001		STRING			
ENSP00000274306		biolink:Protein			UniProtKB:P12544-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000130203	APOE	biolink:Gene	apolipoprotein E	NCBIGene:348		STRING			
ENSP00000252486		biolink:Protein			UniProtKB:P02649	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000113273	ARSB	biolink:Gene	arylsulfatase B	NCBIGene:411		STRING			
ENSP00000264914		biolink:Protein			UniProtKB:P15848-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000142192	APP	biolink:Gene	amyloid beta precursor protein	NCBIGene:351		STRING			
ENSP00000284981		biolink:Protein			UniProtKB:P05067-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164258	NDUFS4	biolink:Gene	NADH:ubiquinone oxidoreductase subunit S4	NCBIGene:4724		STRING			
ENSP00000296684		biolink:Protein			UniProtKB:O43181	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000132718	SYT11	biolink:Gene	synaptotagmin 11	NCBIGene:23208		STRING			
ENSP00000357307		biolink:Protein			UniProtKB:Q9BT88	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000079950	STX7	biolink:Gene	syntaxin 7	NCBIGene:8417		STRING			
ENSP00000356918		biolink:Protein			UniProtKB:O15400-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000089006	SNX5	biolink:Gene	sorting nexin 5	NCBIGene:27131		STRING			
ENSP00000366998		biolink:Protein			UniProtKB:Q9Y5X3-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000105675	ATP4A	biolink:Gene	ATPase H+/K+ transporting subunit alpha	NCBIGene:495		STRING			
ENSP00000262623		biolink:Protein			UniProtKB:P20648	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000162896	PIGR	biolink:Gene	polymeric immunoglobulin receptor	NCBIGene:5284		STRING			
ENSP00000348888		biolink:Protein			UniProtKB:P01833	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000017427	IGF1	biolink:Gene	insulin like growth factor 1	NCBIGene:3479		STRING			
ENSP00000302665		biolink:Protein			UniProtKB:P05019-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000034713	GABARAPL2	biolink:Gene	GABA type A receptor associated protein like 2	NCBIGene:11345		STRING			
ENSP00000037243		biolink:Protein			UniProtKB:P60520	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000134109	EDEM1	biolink:Gene	ER degradation enhancing alpha-mannosidase like protein 1	NCBIGene:9695		STRING			
ENSP00000256497		biolink:Protein			UniProtKB:Q92611-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000146678	IGFBP1	biolink:Gene	insulin like growth factor binding protein 1	NCBIGene:3484		STRING			
ENSP00000275525		biolink:Protein			UniProtKB:P08833	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135597	REPS1	biolink:Gene	RALBP1 associated Eps domain containing 1	NCBIGene:85021		STRING			
ENSP00000392065		biolink:Protein			UniProtKB:Q96D71-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000171611	PTCRA	biolink:Gene	pre T cell antigen receptor alpha	NCBIGene:171558		STRING			
ENSP00000477815		biolink:Protein			UniProtKB:A0A087WTE9	STRING			
ENSG00000117114	ADGRL2	biolink:Gene	adhesion G protein-coupled receptor L2	NCBIGene:23266		STRING			
ENSP00000322270		biolink:Protein			UniProtKB:O95490-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000135677	GNS	biolink:Gene	glucosamine (N-acetyl)-6-sulfatase	NCBIGene:2799		STRING			
ENSP00000258145		biolink:Protein			UniProtKB:P15586-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000089818	NECAP1	biolink:Gene	NECAP endocytosis associated 1	NCBIGene:25977		STRING			
ENSP00000341737		biolink:Protein			UniProtKB:Q8NC96-1	STRING		GO:0005575	GO:0006810
ENSG00000100453	GZMB	biolink:Gene	granzyme B	NCBIGene:3002		STRING			
ENSP00000216341		biolink:Protein			UniProtKB:P10144	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000010327	STAB1	biolink:Gene	stabilin 1	NCBIGene:23166		STRING			
ENSP00000312946		biolink:Protein				STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000070540	WIPI1	biolink:Gene	WD repeat domain, phosphoinositide interacting 1	NCBIGene:55062		STRING			
ENSP00000262139		biolink:Protein			UniProtKB:Q5MNZ9-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000197081	IGF2R	biolink:Gene	insulin like growth factor 2 receptor	NCBIGene:3482		STRING			
ENSP00000349437		biolink:Protein			UniProtKB:P11717	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000122194	PLG	biolink:Gene	plasminogen	NCBIGene:5340		STRING			
ENSP00000308938		biolink:Protein			UniProtKB:P00747	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000092929	UNC13D	biolink:Gene	unc-13 homolog D	NCBIGene:201294		STRING			
ENSP00000207549		biolink:Protein			UniProtKB:Q70J99-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000108666	C17orf75	biolink:Gene	chromosome 17 open reading frame 75	NCBIGene:64149		STRING			
ENSP00000464275		biolink:Protein			UniProtKB:Q9HAS0	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000138660	AP1AR	biolink:Gene	adaptor related protein complex 1 associated regulatory protein	NCBIGene:55435		STRING			
ENSP00000274000		biolink:Protein			UniProtKB:Q63HQ0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000104368	PLAT	biolink:Gene	plasminogen activator, tissue type	NCBIGene:5327		STRING			
ENSP00000220809		biolink:Protein			UniProtKB:P00750-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000183454	GRIN2A	biolink:Gene	glutamate ionotropic receptor NMDA type subunit 2A	NCBIGene:2903		STRING			
ENSP00000379818		biolink:Protein			UniProtKB:Q12879-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000113721	PDGFRB	biolink:Gene	platelet derived growth factor receptor beta	NCBIGene:5159		STRING			
ENSP00000261799		biolink:Protein			UniProtKB:P09619-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000085832	EPS15	biolink:Gene	epidermal growth factor receptor pathway substrate 15	NCBIGene:2060		STRING			
ENSP00000360798		biolink:Protein			UniProtKB:P42566-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000130340	SNX9	biolink:Gene	sorting nexin 9	NCBIGene:51429		STRING			
ENSP00000376024		biolink:Protein			UniProtKB:Q9Y5X1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000114988	LMAN2L	biolink:Gene	lectin, mannose binding 2 like	NCBIGene:81562		STRING			
